,Timestamp,Date,Time,Source.IP,Source.Port,Destination.IP,Destination.Port,ACK.Flag.Count,Down.Up.Ratio,Total.Fwd.Packets,L7Protocol,ProtocolName
531872,27/04/201708:21:47,2017-04-27,08:21:47,10.200.7.9,3128,192.168.10.4,49536,1,1,1,7,HTTP
531873,27/04/201708:29:33,2017-04-27,08:29:33,10.200.7.9,3128,192.168.90.73,51445,0,0,10,131,HTTP_PROXY
531874,27/04/201708:27:31,2017-04-27,08:27:31,10.200.7.9,3128,192.168.10.37,64301,0,1,1,7,HTTP
531875,27/04/201708:27:57,2017-04-27,08:27:57,10.200.7.9,3128,192.168.90.65,49671,1,1,1,131,HTTP_PROXY
531876,27/04/201708:27:41,2017-04-27,08:27:41,10.200.7.9,3128,192.168.10.89,59334,0,1,1,7,HTTP
531877,27/04/201708:26:22,2017-04-27,08:26:22,10.200.7.9,3128,192.168.142.29,49444,1,0,5,7,HTTP
531878,27/04/201708:28:04,2017-04-27,08:28:04,10.200.7.9,3128,192.168.130.12,49385,1,1,1,7,HTTP
531879,27/04/201708:26:50,2017-04-27,08:26:50,10.200.7.9,3128,192.168.29.5,49520,0,1,1,7,HTTP
531880,27/04/201708:26:42,2017-04-27,08:26:42,10.200.7.9,3128,192.168.10.37,64217,0,1,1,7,HTTP
531881,27/04/201708:22:22,2017-04-27,08:22:22,10.200.7.9,3128,192.168.40.24,50154,1,1,1,7,HTTP
531882,27/04/201708:24:04,2017-04-27,08:24:04,10.200.7.9,3128,192.168.32.21,53770,0,1,1,7,HTTP
531883,27/04/201708:25:40,2017-04-27,08:25:40,10.200.7.9,3128,192.168.220.108,49424,1,1,1,7,HTTP
531884,27/04/201708:23:03,2017-04-27,08:23:03,10.200.7.9,3128,192.168.42.77,65523,1,1,1,7,HTTP
531885,27/04/201708:21:57,2017-04-27,08:21:57,10.200.7.9,3128,192.168.10.37,63556,0,6,1,7,HTTP
531886,27/04/201708:27:52,2017-04-27,08:27:52,10.200.7.9,3128,192.168.10.37,64426,0,1,1,7,HTTP
531887,27/04/201708:29:20,2017-04-27,08:29:20,10.200.7.9,3128,192.168.10.89,59836,1,1,1,7,HTTP
531888,27/04/201708:27:48,2017-04-27,08:27:48,10.200.7.9,3128,172.19.1.143,51728,1,0,4,7,HTTP
531889,27/04/201708:29:35,2017-04-27,08:29:35,10.200.7.9,3128,192.168.40.38,51571,0,0,5,7,HTTP
531890,27/04/201708:27:50,2017-04-27,08:27:50,10.200.7.9,3128,192.168.10.89,59441,1,1,1,7,HTTP
531891,27/04/201708:27:02,2017-04-27,08:27:02,10.200.7.9,3128,192.168.220.108,49573,0,1,1,7,HTTP
531892,27/04/201708:29:11,2017-04-27,08:29:11,10.200.7.9,3128,192.168.205.130,49931,0,1,1,7,HTTP
531893,27/04/201708:22:18,2017-04-27,08:22:18,10.200.7.9,3128,192.168.10.37,63639,1,1,1,7,HTTP
531894,27/04/201708:28:31,2017-04-27,08:28:31,10.200.7.9,3128,192.168.10.89,59562,1,1,1,7,HTTP
531895,27/04/201708:28:19,2017-04-27,08:28:19,10.200.7.9,3128,192.168.32.50,49864,0,0,51,131,HTTP_PROXY
531896,27/04/201708:27:47,2017-04-27,08:27:47,10.200.7.9,3128,192.168.29.56,53560,1,1,1,7,HTTP
531897,27/04/201708:27:51,2017-04-27,08:27:51,10.200.7.9,3128,192.168.205.130,49777,0,1,1,7,HTTP
531898,27/04/201708:26:58,2017-04-27,08:26:58,10.200.7.9,3128,192.168.180.49,62624,1,1,1,7,HTTP
531899,27/04/201708:23:41,2017-04-27,08:23:41,10.200.7.9,3128,192.168.205.130,49656,0,1,1,7,HTTP
531900,27/04/201708:24:40,2017-04-27,08:24:40,10.200.7.9,3128,192.168.10.37,63886,1,1,1,7,HTTP
531901,27/04/201708:24:22,2017-04-27,08:24:22,10.200.7.9,3128,192.168.130.30,1246,0,0,5,7,HTTP
531902,27/04/201708:29:27,2017-04-27,08:29:27,10.200.7.9,3128,192.168.10.89,59859,0,1,1,7,HTTP
531903,27/04/201708:27:49,2017-04-27,08:27:49,10.200.7.9,3128,192.168.10.89,59376,1,1,1,7,HTTP
531904,27/04/201708:26:46,2017-04-27,08:26:46,10.200.7.9,3128,192.168.32.70,61715,1,0,5,7,HTTP
531905,27/04/201708:21:46,2017-04-27,08:21:46,10.200.7.9,3128,192.168.10.4,49476,1,1,1,7,HTTP
531906,27/04/201708:27:47,2017-04-27,08:27:47,10.200.7.9,3128,192.168.205.130,49740,0,1,1,131,HTTP_PROXY
531907,27/04/201708:29:42,2017-04-27,08:29:42,10.200.7.9,3128,192.168.10.89,59873,0,1,1,7,HTTP
531908,27/04/201708:21:44,2017-04-27,08:21:44,10.200.7.9,3128,192.168.10.4,49443,0,1,1,131,HTTP_PROXY
531909,27/04/201708:26:58,2017-04-27,08:26:58,10.200.7.9,3128,192.168.180.49,62619,0,1,1,7,HTTP
531910,27/04/201708:25:22,2017-04-27,08:25:22,10.200.7.9,3128,192.168.42.57,56443,0,0,5,7,HTTP
531911,27/04/201708:21:44,2017-04-27,08:21:44,10.200.7.9,3128,192.168.10.4,49453,0,1,1,7,HTTP
531912,27/04/201708:27:48,2017-04-27,08:27:48,10.200.7.9,3128,192.168.10.37,64422,0,1,1,7,HTTP
531913,27/04/201708:27:01,2017-04-27,08:27:01,10.200.7.9,3128,192.168.220.108,49568,0,1,1,7,HTTP
531914,27/04/201708:21:46,2017-04-27,08:21:46,10.200.7.9,3128,192.168.10.4,49466,1,1,1,7,HTTP
531915,27/04/201708:25:49,2017-04-27,08:25:49,10.200.7.9,3128,192.168.10.37,64190,0,1,1,7,HTTP
531916,27/04/201708:26:40,2017-04-27,08:26:40,10.200.7.9,3128,192.168.142.29,49448,0,0,5,7,HTTP
531917,27/04/201708:27:00,2017-04-27,08:27:00,10.200.7.9,3128,192.168.10.37,64249,1,1,1,7,HTTP
531918,27/04/201708:23:47,2017-04-27,08:23:47,10.200.7.9,3128,192.168.10.37,63825,1,1,1,7,HTTP
531919,27/04/201708:26:14,2017-04-27,08:26:14,10.200.7.9,3128,192.168.10.63,50155,1,1,1,7,HTTP
531920,27/04/201708:29:27,2017-04-27,08:29:27,10.200.7.9,3128,192.168.10.89,59860,0,1,1,7,HTTP
531921,27/04/201708:22:22,2017-04-27,08:22:22,10.200.7.9,3128,192.168.40.24,50173,0,1,1,7,HTTP
531922,27/04/201708:24:22,2017-04-27,08:24:22,10.200.7.9,3128,192.168.10.37,63844,1,1,1,7,HTTP
531923,27/04/201708:25:59,2017-04-27,08:25:59,10.200.7.9,3128,192.168.220.108,49405,1,1,1,7,HTTP
531924,27/04/201708:29:27,2017-04-27,08:29:27,10.200.7.9,3128,192.168.10.89,59841,1,1,1,7,HTTP
531925,27/04/201708:22:35,2017-04-27,08:22:35,10.200.7.9,3128,192.168.42.98,49544,0,1,1,7,HTTP
531926,27/04/201708:21:47,2017-04-27,08:21:47,10.200.7.9,3128,192.168.10.4,49485,1,1,1,7,HTTP
531927,27/04/201708:25:28,2017-04-27,08:25:28,10.200.7.9,3128,192.168.41.8,49616,1,1,1,7,HTTP
531928,27/04/201708:27:57,2017-04-27,08:27:57,10.200.7.9,3128,192.168.90.65,49689,1,1,1,7,HTTP
531929,27/04/201708:25:32,2017-04-27,08:25:32,10.200.7.9,3128,192.168.10.37,64105,1,1,1,7,HTTP
531930,27/04/201708:29:11,2017-04-27,08:29:11,10.200.7.9,3128,192.168.220.102,49751,1,0,5,7,HTTP
531931,27/04/201708:22:30,2017-04-27,08:22:30,10.200.7.9,3128,192.168.32.70,61287,1,0,5,7,HTTP
531932,27/04/201708:29:21,2017-04-27,08:29:21,10.200.7.9,3128,192.168.205.130,49949,0,1,1,7,HTTP
531933,27/04/201708:22:21,2017-04-27,08:22:21,10.200.7.9,3128,192.168.205.130,49554,0,1,1,7,HTTP
531934,27/04/201708:26:41,2017-04-27,08:26:41,10.200.7.9,3128,192.168.10.37,64213,1,1,1,7,HTTP
531935,27/04/201708:29:20,2017-04-27,08:29:20,10.200.7.9,3128,192.168.10.89,59831,1,1,1,7,HTTP
531936,27/04/201708:26:58,2017-04-27,08:26:58,10.200.7.9,3128,192.168.180.49,62620,1,1,1,7,HTTP
531937,27/04/201708:24:22,2017-04-27,08:24:22,10.200.7.9,3128,192.168.130.30,1242,1,0,5,7,HTTP
531938,27/04/201708:23:47,2017-04-27,08:23:47,10.200.7.9,3128,192.168.10.37,63570,1,1,1,7,HTTP
531939,27/04/201708:26:11,2017-04-27,08:26:11,10.200.7.9,3128,192.168.40.36,49463,1,0,3,7,HTTP
531940,27/04/201708:22:31,2017-04-27,08:22:31,10.200.7.9,3128,192.168.130.30,1255,0,0,5,7,HTTP
531941,27/04/201708:27:56,2017-04-27,08:27:56,10.200.7.9,3128,192.168.10.89,59389,0,1,1,7,HTTP
531942,27/04/201708:27:02,2017-04-27,08:27:02,10.200.7.9,3128,192.168.220.108,49582,0,1,1,7,HTTP
531943,27/04/201708:22:05,2017-04-27,08:22:05,10.200.7.9,3128,192.168.10.89,59092,1,3,1,7,HTTP
531944,27/04/201708:25:59,2017-04-27,08:25:59,10.200.7.9,3128,192.168.220.108,49461,0,1,1,7,HTTP
531945,27/04/201708:26:59,2017-04-27,08:26:59,10.200.7.9,3128,192.168.220.108,49526,1,1,1,7,HTTP
531946,27/04/201708:25:30,2017-04-27,08:25:30,10.200.7.9,3128,192.168.41.8,49630,1,1,1,7,HTTP
531947,27/04/201708:21:45,2017-04-27,08:21:45,10.200.7.9,3128,192.168.90.110,50778,1,0,3,7,HTTP
531948,27/04/201708:25:32,2017-04-27,08:25:32,10.200.7.9,3128,192.168.10.37,64082,1,1,1,7,HTTP
531949,27/04/201708:27:49,2017-04-27,08:27:49,10.200.7.9,3128,192.168.10.89,59395,1,1,1,7,HTTP
531950,27/04/201708:23:54,2017-04-27,08:23:54,10.200.7.9,3128,192.168.40.36,49457,1,1,1,7,HTTP
531951,27/04/201708:25:32,2017-04-27,08:25:32,10.200.7.9,3128,192.168.10.37,64077,0,1,1,7,HTTP
531952,27/04/201708:26:14,2017-04-27,08:26:14,10.200.7.9,3128,192.168.10.63,50336,0,1,1,7,HTTP
531953,27/04/201708:23:35,2017-04-27,08:23:35,10.200.7.9,3128,192.168.142.59,57017,0,0,5,7,HTTP
531954,27/04/201708:27:13,2017-04-27,08:27:13,10.200.7.9,3128,192.168.41.8,49272,1,0,5,7,HTTP
531955,27/04/201708:22:07,2017-04-27,08:22:07,10.200.7.9,3128,192.168.180.49,62554,0,1,1,7,HTTP
531956,27/04/201708:28:40,2017-04-27,08:28:40,10.200.7.9,3128,192.168.130.16,49516,0,0,21,131,HTTP_PROXY
531957,27/04/201708:24:22,2017-04-27,08:24:22,10.200.7.9,3128,192.168.10.37,63854,0,1,1,126,GOOGLE
531958,27/04/201708:27:51,2017-04-27,08:27:51,10.200.7.9,3128,192.168.205.130,49787,1,1,1,7,HTTP
531959,27/04/201708:26:39,2017-04-27,08:26:39,10.200.7.9,3128,192.168.10.37,64161,1,1,1,7,HTTP
531960,27/04/201708:28:25,2017-04-27,08:28:25,10.200.7.9,3128,192.168.81.57,50741,0,1,1,7,HTTP
531961,27/04/201708:24:15,2017-04-27,08:24:15,10.200.7.9,3128,192.168.10.89,59167,1,1,1,7,HTTP
531962,27/04/201708:29:21,2017-04-27,08:29:21,10.200.7.9,3128,192.168.205.130,49944,0,1,1,7,HTTP
531963,27/04/201708:23:11,2017-04-27,08:23:11,10.200.7.9,3128,192.168.205.130,49638,0,1,1,126,GOOGLE
531964,27/04/201708:25:37,2017-04-27,08:25:37,10.200.7.9,3128,192.168.180.6,52702,1,0,5,131,HTTP_PROXY
531965,27/04/201708:28:31,2017-04-27,08:28:31,10.200.7.9,3128,192.168.10.89,59603,0,1,1,131,HTTP_PROXY
531966,27/04/201708:29:23,2017-04-27,08:29:23,10.200.7.9,3128,192.168.42.57,56526,1,0,5,7,HTTP
531967,27/04/201708:27:51,2017-04-27,08:27:51,10.200.7.9,3128,192.168.10.89,59446,1,1,1,7,HTTP
531968,27/04/201708:26:14,2017-04-27,08:26:14,10.200.7.9,3128,192.168.10.63,50341,0,1,1,7,HTTP
531969,27/04/201708:24:40,2017-04-27,08:24:40,10.200.7.9,3128,192.168.40.36,49458,1,2,1,131,HTTP_PROXY
531970,27/04/201708:26:53,2017-04-27,08:26:53,10.200.7.9,3128,192.168.10.89,59245,1,1,1,7,HTTP
531971,27/04/201708:27:47,2017-04-27,08:27:47,10.200.7.9,3128,172.22.1.145,49193,1,0,4,131,HTTP_PROXY
531972,27/04/201708:23:41,2017-04-27,08:23:41,10.200.7.9,3128,192.168.10.37,63732,1,1,1,131,HTTP_PROXY
531973,27/04/201708:27:53,2017-04-27,08:27:53,10.200.7.9,3128,192.168.10.37,64255,0,1,1,7,HTTP
531974,27/04/201708:25:21,2017-04-27,08:25:21,10.200.7.9,3128,192.168.220.108,49358,0,2,1,7,HTTP
531975,27/04/201708:28:53,2017-04-27,08:28:53,10.200.7.9,3128,192.168.10.89,59705,1,1,1,7,HTTP
531976,27/04/201708:24:04,2017-04-27,08:24:04,10.200.7.9,3128,192.168.10.89,59102,1,0,7,7,HTTP
531977,27/04/201708:25:25,2017-04-27,08:25:25,10.200.7.9,3128,192.168.41.8,49603,0,1,1,7,HTTP
531978,27/04/201708:29:19,2017-04-27,08:29:19,10.200.7.9,3128,192.168.10.89,59799,0,1,1,7,HTTP
531979,27/04/201708:22:08,2017-04-27,08:22:08,10.200.7.9,3128,192.168.10.37,63630,0,1,1,7,HTTP
531980,27/04/201708:25:07,2017-04-27,08:25:07,10.200.7.9,3128,192.168.41.8,49501,0,1,1,7,HTTP
531981,27/04/201708:26:44,2017-04-27,08:26:44,10.200.7.9,3128,192.168.10.89,59269,1,0,5,7,HTTP
531982,27/04/201708:27:47,2017-04-27,08:27:47,10.200.7.9,3128,192.168.29.56,53601,0,1,1,7,HTTP
531983,27/04/201708:29:42,2017-04-27,08:29:42,10.200.7.9,3128,192.168.10.16,49975,0,0,2,131,HTTP_PROXY
531984,27/04/201708:28:49,2017-04-27,08:28:49,10.200.7.9,3128,172.22.1.145,49221,0,0,8,7,HTTP
531985,27/04/201708:27:47,2017-04-27,08:27:47,10.200.7.9,3128,172.22.1.145,49216,1,0,3,7,HTTP
531986,27/04/201708:24:53,2017-04-27,08:24:53,10.200.7.9,3128,192.168.29.5,49496,0,1,1,91,SSL
531987,27/04/201708:27:53,2017-04-27,08:27:53,10.200.7.9,3128,192.168.10.37,64263,1,1,1,7,HTTP
531988,27/04/201708:27:51,2017-04-27,08:27:51,10.200.7.9,3128,192.168.10.89,59431,0,1,1,7,HTTP
531989,27/04/201708:21:48,2017-04-27,08:21:48,10.200.7.9,3128,192.168.220.173,49161,0,0,5,7,HTTP
531990,27/04/201708:29:02,2017-04-27,08:29:02,10.200.7.9,3128,172.22.1.145,49164,0,0,4,131,HTTP_PROXY
531991,27/04/201708:22:19,2017-04-27,08:22:19,10.200.7.9,3128,192.168.10.4,49550,1,0,5,7,HTTP
531992,27/04/201708:25:46,2017-04-27,08:25:46,10.200.7.9,3128,192.168.10.4,49489,0,0,5,7,HTTP
531993,27/04/201708:25:12,2017-04-27,08:25:12,10.200.7.9,3128,192.168.41.8,49527,1,1,1,7,HTTP
531994,27/04/201708:26:14,2017-04-27,08:26:14,10.200.7.9,3128,192.168.10.63,50365,0,1,1,131,HTTP_PROXY
531995,27/04/201708:27:47,2017-04-27,08:27:47,10.200.7.9,3128,192.168.10.89,59400,1,1,1,7,HTTP
531996,27/04/201708:25:10,2017-04-27,08:25:10,10.200.7.9,3128,192.168.180.49,62606,0,1,1,7,HTTP
531997,27/04/201708:29:24,2017-04-27,08:29:24,10.200.7.9,3128,192.168.40.38,51255,1,1,1,7,HTTP
531998,27/04/201708:24:53,2017-04-27,08:24:53,10.200.7.9,3128,192.168.10.37,63904,0,1,1,7,HTTP
531999,27/04/201708:28:13,2017-04-27,08:28:13,10.200.7.9,3128,172.22.1.145,49247,0,0,8,7,HTTP
532000,27/04/201708:26:12,2017-04-27,08:26:12,10.200.7.9,3128,192.168.10.63,50317,0,1,1,7,HTTP
532001,27/04/201708:29:20,2017-04-27,08:29:20,10.200.7.9,3128,192.168.10.89,59835,0,1,1,7,HTTP
532002,27/04/201708:29:26,2017-04-27,08:29:26,10.200.7.9,3128,192.168.40.38,51427,1,1,1,7,HTTP
532003,27/04/201708:27:30,2017-04-27,08:27:30,10.200.7.9,3128,192.168.10.89,59316,0,0,5,130,HTTP_CONNECT
532004,27/04/201708:27:53,2017-04-27,08:27:53,10.200.7.9,3128,192.168.10.37,64421,1,1,1,7,HTTP
532005,27/04/201708:25:29,2017-04-27,08:25:29,10.200.7.9,3128,192.168.41.8,49622,1,1,1,7,HTTP
532006,27/04/201708:25:27,2017-04-27,08:25:27,10.200.7.9,3128,192.168.41.8,49611,0,1,1,7,HTTP
532007,27/04/201708:22:12,2017-04-27,08:22:12,10.200.7.9,3128,192.168.29.56,53040,1,1,1,7,HTTP
532008,27/04/201708:25:20,2017-04-27,08:25:20,10.200.7.9,3128,192.168.41.8,49570,1,1,1,7,HTTP
532009,27/04/201708:29:23,2017-04-27,08:29:23,10.200.7.9,3128,192.168.40.38,51375,0,0,5,7,HTTP
532010,27/04/201708:26:44,2017-04-27,08:26:44,10.200.7.9,3128,192.168.10.89,59264,1,1,1,7,HTTP
532011,27/04/201708:26:14,2017-04-27,08:26:14,10.200.7.9,3128,192.168.10.63,50370,0,1,1,7,HTTP
532012,27/04/201708:27:00,2017-04-27,08:27:00,10.200.7.9,3128,192.168.10.37,64204,0,1,1,7,HTTP
532013,27/04/201708:22:22,2017-04-27,08:22:22,10.200.7.9,3128,192.168.40.24,50167,0,1,1,7,HTTP
532014,27/04/201708:22:03,2017-04-27,08:22:03,10.200.7.9,3128,192.168.10.37,63565,1,1,1,7,HTTP
532015,27/04/201708:25:28,2017-04-27,08:25:28,10.200.7.9,3128,192.168.10.37,64058,1,1,1,7,HTTP
532016,27/04/201708:27:51,2017-04-27,08:27:51,10.200.7.9,3128,192.168.10.89,59417,0,1,1,7,HTTP
532017,27/04/201708:28:14,2017-04-27,08:28:14,10.200.7.9,3128,172.22.1.145,49230,0,0,77,7,HTTP
532018,27/04/201708:24:24,2017-04-27,08:24:24,10.200.7.9,3128,192.168.72.35,55555,0,1,1,7,HTTP
532019,27/04/201708:22:33,2017-04-27,08:22:33,10.200.7.9,3128,192.168.130.245,1364,0,1,1,7,HTTP
532020,27/04/201708:26:58,2017-04-27,08:26:58,10.200.7.9,3128,192.168.180.49,62625,1,1,1,7,HTTP
532021,27/04/201708:25:43,2017-04-27,08:25:43,10.200.7.9,3128,192.168.10.37,64091,0,1,1,7,HTTP
532022,27/04/201708:27:47,2017-04-27,08:27:47,10.200.7.9,3128,192.168.29.56,53611,0,1,1,131,HTTP_PROXY
532023,27/04/201708:25:42,2017-04-27,08:25:42,10.200.7.9,3128,192.168.220.108,49429,1,1,1,7,HTTP
532024,27/04/201708:29:21,2017-04-27,08:29:21,10.200.7.9,3128,192.168.205.130,49954,1,1,1,7,HTTP
532025,27/04/201708:26:33,2017-04-27,08:26:33,10.200.7.9,3128,192.168.29.55,62790,0,1,1,7,HTTP
532026,27/04/201708:25:09,2017-04-27,08:25:09,10.200.7.9,3128,192.168.41.8,49510,0,1,1,7,HTTP
532027,27/04/201708:25:18,2017-04-27,08:25:18,10.200.7.9,3128,192.168.41.8,49560,1,1,1,7,HTTP
532028,27/04/201708:28:14,2017-04-27,08:28:14,10.200.7.9,3128,192.168.60.64,62771,0,0,2,131,HTTP_PROXY
532029,27/04/201708:21:47,2017-04-27,08:21:47,10.200.7.9,3128,192.168.10.4,49526,0,1,1,131,HTTP_PROXY
532030,27/04/201708:25:43,2017-04-27,08:25:43,10.200.7.9,3128,192.168.220.108,49443,1,1,1,7,HTTP
532031,27/04/201708:25:11,2017-04-27,08:25:11,10.200.7.9,3128,192.168.10.37,64008,0,1,1,7,HTTP
532032,27/04/201708:27:00,2017-04-27,08:27:00,10.200.7.9,3128,192.168.220.108,49544,0,2,1,7,HTTP
532033,27/04/201708:26:53,2017-04-27,08:26:53,10.200.7.9,3128,192.168.10.89,59198,1,1,1,7,HTTP
532034,27/04/201708:26:18,2017-04-27,08:26:18,10.200.7.9,3128,192.168.40.36,49471,1,1,1,7,HTTP
532035,27/04/201708:26:25,2017-04-27,08:26:25,10.200.7.9,3128,192.168.130.12,49407,0,1,1,7,HTTP
532036,27/04/201708:23:24,2017-04-27,08:23:24,10.200.7.9,3128,192.168.180.49,62559,0,1,1,7,HTTP
532037,27/04/201708:24:15,2017-04-27,08:24:15,10.200.7.9,3128,192.168.10.89,59162,1,1,1,7,HTTP
532038,27/04/201708:25:38,2017-04-27,08:25:38,10.200.7.9,3128,192.168.220.108,49391,0,1,1,7,HTTP
532039,27/04/201708:22:15,2017-04-27,08:22:15,10.200.7.9,3128,192.168.180.134,49238,1,1,1,7,HTTP
532040,27/04/201708:27:48,2017-04-27,08:27:48,10.200.7.9,3128,192.168.10.37,64427,1,1,1,7,HTTP
532041,27/04/201708:22:40,2017-04-27,08:22:40,10.200.7.9,3128,192.168.10.89,59119,1,0,5,7,HTTP
532042,27/04/201708:26:14,2017-04-27,08:26:14,10.200.7.9,3128,192.168.10.63,50346,1,1,1,7,HTTP
532043,27/04/201708:29:40,2017-04-27,08:29:40,10.200.7.9,3128,192.168.10.37,64649,1,1,1,7,HTTP
532044,27/04/201708:25:45,2017-04-27,08:25:45,10.200.7.9,3128,172.22.1.145,49240,1,0,1742,131,HTTP_PROXY
532045,27/04/201708:25:17,2017-04-27,08:25:17,10.200.7.9,3128,192.168.41.8,49556,0,1,1,7,HTTP
532046,27/04/201708:27:48,2017-04-27,08:27:48,10.200.7.9,3128,192.168.10.89,59407,0,1,1,7,HTTP
532047,27/04/201708:21:48,2017-04-27,08:21:48,10.200.7.9,3128,192.168.180.134,49228,0,1,1,7,HTTP
532048,27/04/201708:23:44,2017-04-27,08:23:44,10.200.7.9,3128,192.168.142.59,57026,1,1,1,7,HTTP
532049,27/04/201708:25:52,2017-04-27,08:25:52,10.200.7.9,3128,192.168.32.140,60644,0,0,5,7,HTTP
532050,27/04/201708:27:24,2017-04-27,08:27:24,10.200.7.9,3128,192.168.10.89,59293,0,1,1,7,HTTP
532051,27/04/201708:25:11,2017-04-27,08:25:11,10.200.7.9,3128,192.168.10.37,63892,1,1,1,7,HTTP
532052,27/04/201708:21:47,2017-04-27,08:21:47,10.200.7.9,3128,192.168.10.4,49479,1,1,1,7,HTTP
532053,27/04/201708:29:40,2017-04-27,08:29:40,10.200.7.9,3128,192.168.10.37,64648,0,1,1,7,HTTP
532054,27/04/201708:22:32,2017-04-27,08:22:32,10.200.7.9,3128,192.168.52.202,54097,0,1,1,7,HTTP
532055,27/04/201708:29:45,2017-04-27,08:29:45,10.200.7.9,3128,192.168.40.38,51495,0,1,1,7,HTTP
532056,27/04/201708:27:53,2017-04-27,08:27:53,10.200.7.9,3128,192.168.10.37,64093,1,1,1,7,HTTP
532057,27/04/201708:28:10,2017-04-27,08:28:10,10.200.7.9,3128,192.168.10.89,59409,0,1,1,7,HTTP
532058,27/04/201708:23:53,2017-04-27,08:23:53,10.200.7.9,3128,192.168.180.49,62591,0,0,7,7,HTTP
532059,27/04/201708:23:22,2017-04-27,08:23:22,10.200.7.9,57385,172.16.141.247,2221,0,1,1,7,HTTP
532060,27/04/201708:28:35,2017-04-27,08:28:35,10.200.7.9,3128,192.168.142.29,49417,0,0,6,131,HTTP_PROXY
532061,27/04/201708:27:51,2017-04-27,08:27:51,10.200.7.9,3128,192.168.205.130,49776,0,1,1,7,HTTP
532062,27/04/201708:27:20,2017-04-27,08:27:20,10.200.7.9,3128,192.168.60.126,59640,1,1,1,7,HTTP
532063,27/04/201708:22:41,2017-04-27,08:22:41,10.200.7.9,3128,192.168.205.130,49627,1,1,1,7,HTTP
532064,27/04/201708:29:16,2017-04-27,08:29:16,10.200.7.9,3128,192.168.10.89,59765,1,1,1,7,HTTP
532065,27/04/201708:26:14,2017-04-27,08:26:14,10.200.7.9,3128,192.168.10.63,50373,1,1,1,7,HTTP
532066,27/04/201708:24:24,2017-04-27,08:24:24,10.200.7.9,3128,192.168.72.35,55627,1,1,1,7,HTTP
532067,27/04/201708:26:37,2017-04-27,08:26:37,10.200.7.9,3128,192.168.142.29,49450,1,0,5,7,HTTP
532068,27/04/201708:25:02,2017-04-27,08:25:02,10.200.7.9,3128,192.168.142.59,57005,0,1,1,7,HTTP
532069,27/04/201708:26:50,2017-04-27,08:26:50,10.200.7.9,58618,172.16.141.247,2221,1,1,1,7,HTTP
532070,27/04/201708:25:51,2017-04-27,08:25:51,10.200.7.9,3128,192.168.220.108,49453,1,1,1,131,HTTP_PROXY
532071,27/04/201708:29:37,2017-04-27,08:29:37,10.200.7.9,3128,10.230.1.240,56567,0,0,76,131,HTTP_PROXY
532072,27/04/201708:26:25,2017-04-27,08:26:25,10.200.7.9,3128,192.168.130.30,1250,0,0,5,7,HTTP
532073,27/04/201708:27:02,2017-04-27,08:27:02,10.200.7.9,3128,192.168.220.108,49574,1,2,1,7,HTTP
532074,27/04/201708:25:19,2017-04-27,08:25:19,10.200.7.9,3128,192.168.40.30,51045,1,0,5,7,HTTP
532075,27/04/201708:29:33,2017-04-27,08:29:33,10.200.7.9,3128,192.168.42.57,56579,0,1,1,7,HTTP
532076,27/04/201708:22:25,2017-04-27,08:22:25,10.200.7.9,3128,192.168.29.56,53007,1,1,1,7,HTTP
532077,27/04/201708:22:03,2017-04-27,08:22:03,10.200.7.9,3128,192.168.180.49,62544,0,1,1,131,HTTP_PROXY
532078,27/04/201708:29:27,2017-04-27,08:29:27,10.200.7.9,3128,192.168.40.38,51369,0,1,1,7,HTTP
532079,27/04/201708:26:45,2017-04-27,08:26:45,10.200.7.9,3128,192.168.220.161,54408,0,0,5,7,HTTP
532080,27/04/201708:28:04,2017-04-27,08:28:04,10.200.7.9,3128,192.168.10.61,62781,0,0,21,131,HTTP_PROXY
532081,27/04/201708:25:39,2017-04-27,08:25:39,10.200.7.9,3128,192.168.60.126,59642,0,1,1,7,HTTP
532082,27/04/201708:25:09,2017-04-27,08:25:09,10.200.7.9,3128,192.168.32.10,49211,1,1,1,7,HTTP
532083,27/04/201708:29:34,2017-04-27,08:29:34,10.200.7.9,3128,192.168.52.19,49311,0,1,1,7,HTTP
532084,27/04/201708:27:02,2017-04-27,08:27:02,10.200.7.9,3128,192.168.220.108,49581,0,1,1,7,HTTP
532085,27/04/201708:26:30,2017-04-27,08:26:30,10.200.7.9,3128,192.168.10.16,51614,1,0,5,7,HTTP
532086,27/04/201708:22:00,2017-04-27,08:22:00,10.200.7.9,3128,192.168.72.35,55348,1,1,1,7,HTTP
532087,27/04/201708:22:03,2017-04-27,08:22:03,10.200.7.9,3128,192.168.10.37,63559,1,1,1,131,HTTP_PROXY
532088,27/04/201708:24:24,2017-04-27,08:24:24,10.200.7.9,3128,192.168.72.35,55523,0,1,1,7,HTTP
532089,27/04/201708:27:49,2017-04-27,08:27:49,10.200.7.9,3128,192.168.10.89,59361,1,1,1,7,HTTP
532090,27/04/201708:24:43,2017-04-27,08:24:43,10.200.7.9,3128,192.168.10.37,63901,0,1,1,7,HTTP
532091,27/04/201708:25:49,2017-04-27,08:25:49,10.200.7.9,3128,192.168.10.4,49563,0,0,5,7,HTTP
532092,27/04/201708:28:53,2017-04-27,08:28:53,10.200.7.9,3128,192.168.10.37,64606,0,1,1,7,HTTP
532093,27/04/201708:22:31,2017-04-27,08:22:31,10.200.7.9,3128,192.168.205.130,49560,1,1,1,7,HTTP
